longitude,latitude,distance,bathymetry
143.745191409,37.342386559,240.92259928,-7697.12584686
143.747807559,37.3423814059,241.154255491,-7666.03230225
143.750423709,37.3423761951,241.385911703,-7608.43191897
143.753039859,37.3423709268,241.617567914,-7551.61976761
143.755656009,37.3423656008,241.849224125,-7507.32120935
143.758272158,37.3423602173,242.080880337,-7475.76520149
143.760888306,37.3423547761,242.312536548,-7451.06586804
143.763504455,37.3423492773,242.54419276,-7425.99247803
143.766120603,37.342343721,242.775848972,-7411.58924355
143.76873675,37.342338107,243.007505184,-7403.80925517
143.771352897,37.3423324354,243.239161395,-7386.84274028
143.773969044,37.3423267062,243.470817608,-7371.69461149
143.77658519,37.3423209194,243.70247382,-7360.97181049
143.779201336,37.342315075,243.934130032,-7348.98704909
143.781817482,37.342309173,244.165786244,-7337.54560711
143.784433627,37.3423032134,244.397442457,-7328.108423
143.787049772,37.3422971962,244.629098669,-7318.16429546
143.789665916,37.3422911213,244.860754882,-7307.41073535
143.79228206,37.3422849889,245.092411095,-7294.71326546
143.794898203,37.3422787989,245.324067308,-7284.47630452
143.797514346,37.3422725512,245.55572352,-7276.51058156
143.800130489,37.342266246,245.787379734,-7257.24350233
143.802746631,37.3422598831,246.019035947,-7233.57195506
143.805362773,37.3422534626,246.25069216,-7209.07785175
143.807978914,37.3422469846,246.482348373,-7196.2345952
143.810595055,37.3422404489,246.714004587,-7187.85656127
143.813211195,37.3422338556,246.945660801,-7167.76816206
143.815827335,37.3422272047,247.177317014,-7149.94152434
143.818443474,37.3422204962,247.408973228,-7136.57803203
143.821059613,37.3422137301,247.640629442,-7126.05063561
143.823675752,37.3422069064,247.872285656,-7115.7453378
143.82629189,37.3422000251,248.103941871,-7103.80867562
143.828908028,37.3421930862,248.335598085,-7091.86105825
143.831524165,37.3421860897,248.567254299,-7079.56640329
143.834140301,37.3421790356,248.798910514,-7066.95536776
143.836756437,37.3421719238,249.030566729,-7049.66668618
143.839372573,37.3421647545,249.262222944,-7028.88135005
143.841988708,37.3421575276,249.493879159,-7014.39134663
143.844604843,37.342150243,249.725535374,-7002.4623948
143.847220977,37.3421429009,249.957191589,-6991.86522011
143.84983711,37.3421355011,250.188847804,-6982.82540639
143.852453243,37.3421280437,250.42050402,-6974.05849758
143.855069376,37.3421205288,250.652160235,-6963.81199761
143.857685508,37.3421129562,250.883816451,-6952.13863639
143.860301639,37.342105326,251.115472667,-6939.72341334
143.86291777,37.3420976382,251.347128883,-6929.59996423
143.865533901,37.3420898928,251.578785099,-6919.58124755
143.868150031,37.3420820898,251.810441315,-6908.85614834
143.87076616,37.3420742293,252.042097532,-6896.15882782
143.873382289,37.342066311,252.273753748,-6883.36438657
143.875998417,37.3420583352,252.505409965,-6872.68323718
143.878614545,37.3420503018,252.737066182,-6862.03382949
143.881230672,37.3420422108,252.968722399,-6851.0575189
143.883846799,37.3420340622,253.200378616,-6838.79935016
143.886462925,37.3420258559,253.432034833,-6827.27063858
143.88907905,37.3420175921,253.663691051,-6817.14805048
143.891695175,37.3420092707,253.895347268,-6808.7237688
143.8943113,37.3420008916,254.127003486,-6799.23807644
143.896927423,37.341992455,254.358659704,-6785.56016309
143.899543546,37.3419839607,254.590315922,-6775.05226346
143.902159669,37.3419754089,254.82197214,-6765.37499215
143.904775791,37.3419667994,255.053628358,-6741.12179263
143.907391912,37.3419581323,255.285284577,-6755.78137749
143.910008033,37.3419494077,255.516940795,-6816.93278278
143.912624153,37.3419406254,255.748597014,-6851.62565313
143.915240273,37.3419317855,255.980253233,-6871.27350729
143.917856392,37.341922888,256.211909452,-6877.79767792
143.92047251,37.3419139329,256.443565671,-6879.83102761
143.923088628,37.3419049202,256.67522189,-6878.69349936
143.925704745,37.3418958499,256.90687811,-6876.8317768
143.928320861,37.341886722,257.13853433,-6873.16050529
143.930936977,37.3418775365,257.370190549,-6867.73706819
143.933553092,37.3418682934,257.601846769,-6861.61812081
143.936169207,37.3418589927,257.83350299,-6853.64997135
143.938785321,37.3418496343,258.06515921,-6843.19027016
143.941401434,37.3418402184,258.29681543,-6831.40110471
143.944017547,37.3418307449,258.528471651,-6819.52922416
143.946633659,37.3418212138,258.760127872,-6810.21553075
143.94924977,37.341811625,258.991784093,-6799.70689684
143.951865881,37.3418019787,259.223440314,-6788.00402328
143.954481991,37.3417922747,259.455096535,-6777.43119272
143.9570981,37.3417825132,259.686752757,-6769.85008331
143.959714209,37.341772694,259.918408978,-6766.46828753
143.962330316,37.3417628173,260.1500652,-6762.70752272
143.964946424,37.3417528829,260.381721422,-6759.82158828
143.96756253,37.3417428909,260.613377644,-6759.48544719
143.970178636,37.3417328413,260.845033867,-6763.64727189
143.972794741,37.3417227342,261.076690089,-6764.45652153
143.975410846,37.3417125694,261.308346312,-6726.31797568
143.97802695,37.341702347,261.540002535,-6677.3245558
143.980643053,37.341692067,261.771658758,-6628.3818308
143.983259155,37.3416817294,262.003314981,-6605.26331503
143.985875257,37.3416713342,262.234971204,-6595.43087096
143.988491357,37.3416608814,262.466627428,-6587.03074109
143.991107458,37.341650371,262.698283652,-6578.70629399
143.993723557,37.341639803,262.929939876,-6570.52419033
143.996339656,37.3416291774,263.1615961,-6563.86046495
143.998955754,37.3416184942,263.393252324,-6558.33912194
144.001571851,37.3416077534,263.624908549,-6553.82307852
144.004187948,37.341596955,263.856564773,-6548.46727378
144.006804043,37.3415860989,264.088220998,-6543.76184454
144.009420138,37.3415751853,264.319877223,-6541.47201577
144.012036233,37.3415642141,264.551533449,-6535.9630054
144.014652326,37.3415531853,264.783189674,-6528.55383525
144.017268419,37.3415420988,265.0148459,-6523.37011808
144.019884511,37.3415309548,265.246502126,-6518.24434189
144.022500602,37.3415197531,265.478158352,-6512.8391492
144.025116692,37.3415084939,265.709814578,-6507.81749066
144.027732782,37.341497177,265.941470804,-6502.89290742
144.030348871,37.3414858026,266.173127031,-6497.87054801
144.032964959,37.3414743705,266.404783258,-6494.51381389
144.035581046,37.3414628809,266.636439485,-6492.07169647
144.038197133,37.3414513336,266.868095712,-6489.44074281
144.040813218,37.3414397287,267.09975194,-6483.75726768
144.043429303,37.3414280663,267.331408167,-6475.30826414
144.046045387,37.3414163462,267.563064395,-6471.70328864
144.04866147,37.3414045685,267.794720623,-6468.28667185
144.051277553,37.3413927333,268.026376851,-6462.49344425
144.053893634,37.3413808404,268.25803308,-6454.89203118
144.056509715,37.3413688899,268.489689308,-6446.67489218
144.059125795,37.3413568818,268.721345537,-6440.22040071
144.061741874,37.3413448161,268.953001766,-6432.58974381
144.064357953,37.3413326928,269.184657996,-6423.94866345
144.06697403,37.341320512,269.416314225,-6417.94378218
144.069590107,37.3413082735,269.647970455,-6412.00748856
144.072206182,37.3412959774,269.879626685,-6404.97454528
144.074822257,37.3412836237,270.111282915,-6396.63502535
144.077438331,37.3412712124,270.342939145,-6386.66398107
144.080054405,37.3412587435,270.574595376,-6374.48526131
144.082670477,37.341246217,270.806251607,-6360.41346207
144.085286548,37.3412336329,271.037907838,-6345.78542801
144.087902619,37.3412209911,271.269564069,-6336.13275035
144.090518689,37.3412082918,271.5012203,-6326.46596824
144.093134758,37.3411955349,271.732876532,-6314.95872409
144.095750826,37.3411827204,271.964532764,-6305.88526438
144.098366893,37.3411698483,272.196188996,-6297.53731942
144.100982959,37.3411569186,272.427845228,-6288.13913553
144.103599024,37.3411439312,272.659501461,-6278.35264562
144.106215089,37.3411308863,272.891157694,-6268.68829226
144.108831152,37.3411177838,273.122813927,-6260.91935737
144.111447215,37.3411046237,273.35447016,-6253.93421949
144.114063276,37.3410914059,273.586126394,-6247.47729655
144.116679337,37.3410781306,273.817782627,-6243.0238145
144.119295397,37.3410647977,274.049438861,-6240.34125748
144.121911456,37.3410514072,274.281095095,-6239.08476487
144.124527514,37.341037959,274.51275133,-6242.43440487
144.127143571,37.3410244533,274.744407565,-6248.21154339
144.129759627,37.3410108899,274.976063799,-6250.45728894
144.132375682,37.340997269,275.207720035,-6249.8140076
144.134991736,37.3409835905,275.43937627,-6246.35474209
144.13760779,37.3409698543,275.671032505,-6239.7153592
144.140223842,37.3409560606,275.902688741,-6242.52857349
144.142839893,37.3409422092,276.134344977,-6266.76357458
144.145455944,37.3409283003,276.366001214,-6290.1208921
144.148071993,37.3409143338,276.59765745,-6307.58222246
144.150688042,37.3409003096,276.829313687,-6308.26927392
144.153304089,37.3408862279,277.060969924,-6304.53254858
144.155920136,37.3408720885,277.292626161,-6299.23753254
144.158536181,37.3408578916,277.524282399,-6293.94736613
144.161152226,37.340843637,277.755938637,-6291.5930525
144.163768269,37.3408293249,277.987594875,-6294.71702017
144.166384312,37.3408149551,278.219251113,-6298.41900574
144.169000354,37.3408005278,278.450907352,-6298.5839221
144.171616394,37.3407860428,278.68256359,-6285.94298275
144.174232434,37.3407715003,278.914219829,-6275.20507384
144.176848472,37.3407569001,279.145876069,-6269.15313579
144.17946451,37.3407422424,279.377532308,-6270.78913301
144.182080547,37.340727527,279.609188548,-6273.35584816
144.184696582,37.3407127541,279.840844788,-6273.04916909
144.187312617,37.3406979235,280.072501029,-6266.59973563
144.18992865,37.3406830353,280.304157269,-6256.83078603
144.192544683,37.3406680896,280.53581351,-6247.64892883
144.195160714,37.3406530862,280.767469751,-6238.063182
144.197776745,37.3406380253,280.999125992,-6228.42997194
144.200392774,37.3406229067,281.230782234,-6220.24973415
144.203008802,37.3406077306,281.462438476,-6213.03830998
144.20562483,37.3405924968,281.694094718,-6206.64432831
144.208240856,37.3405772055,281.925750961,-6198.16119142
144.210856881,37.3405618565,282.157407203,-6189.77001553
144.213472905,37.34054645,282.389063446,-6183.85284832
144.216088928,37.3405309858,282.620719689,-6180.68376505
144.21870495,37.3405154641,282.852375933,-6179.19525843
144.221320971,37.3404998847,283.084032177,-6176.1140025
144.223936991,37.3404842477,283.315688421,-6170.4143371
144.226553009,37.3404685532,283.547344665,-6161.72066724
144.229169027,37.340452801,283.77900091,-6154.05519666
144.231785044,37.3404369913,284.010657154,-6147.17626297
144.234401059,37.3404211239,284.2423134,-6141.6077083
144.237017073,37.340405199,284.473969645,-6132.05277956
144.239633087,37.3403892165,284.705625891,-6120.44054343
144.242249099,37.3403731763,284.937282137,-6112.60722578
144.24486511,37.3403570786,285.168938383,-6107.08785203
144.24748112,37.3403409232,285.400594629,-6103.59378069
144.250097129,37.3403247103,285.632250876,-6100.7323558
144.252713136,37.3403084397,285.863907123,-6098.13311865
144.255329143,37.3402921116,286.095563371,-6095.29067638
144.257945148,37.3402757258,286.327219618,-6093.02372905
144.260561153,37.3402592825,286.558875866,-6091.0088197
144.263177156,37.3402427816,286.790532115,-6088.58498791
144.265793158,37.340226223,287.022188363,-6085.55453181
144.268409159,37.3402096069,287.253844612,-6081.99596801
144.271025158,37.3401929332,287.485500861,-6078.96649357
144.273641157,37.3401762018,287.71715711,-6076.16106558
144.276257154,37.3401594129,287.94881336,-6073.41258849
144.278873151,37.3401425664,288.18046961,-6071.60430107
144.281489146,37.3401256622,288.41212586,-6070.50741072
144.28410514,37.3401087005,288.643782111,-6069.72963012
144.286721132,37.3400916812,288.875438362,-6069.51294658
144.289337124,37.3400746043,289.107094613,-6069.55540777
144.291953114,37.3400574698,289.338750864,-6068.00267309
144.294569103,37.3400402776,289.570407116,-6065.679082
144.297185091,37.3400230279,289.802063368,-6062.89779681
144.299801078,37.3400057206,290.033719621,-6061.30601149
144.302417064,37.3399883557,290.265375873,-6060.82237217
144.305033048,37.3399709332,290.497032126,-6061.37951683
144.307649031,37.3399534531,290.728688379,-6063.19836842
144.310265013,37.3399359154,290.960344633,-6066.32239617
144.312880994,37.3399183201,291.192000887,-6071.31453526
144.315496974,37.3399006672,291.423657141,-6075.73001711
144.318112952,37.3398829567,291.655313396,-6078.38289548
144.320728929,37.3398651886,291.88696965,-6079.36885566
144.323344905,37.3398473629,292.118625906,-6079.31422563
144.32596088,37.3398294796,292.350282161,-6079.00501283
144.328576853,37.3398115387,292.581938417,-6078.26870188
144.331192825,37.3397935403,292.813594673,-6076.99174159
144.333808796,37.3397754842,293.045250929,-6074.8414168
144.336424766,37.3397573705,293.276907186,-6071.49203801
144.339040734,37.3397391992,293.508563443,-6066.90366532
144.341656702,37.3397209704,293.7402197,-6063.39993778
144.344272668,37.3397026839,293.971875958,-6060.5143836
144.346888632,37.3396843398,294.203532216,-6057.96342671
144.349504596,37.3396659382,294.435188474,-6055.9328457
144.352120558,37.3396474789,294.666844732,-6054.01004275
144.354736519,37.3396289621,294.898500991,-6050.8626033
144.357352478,37.3396103876,295.130157251,-6047.91935589
144.359968436,37.3395917556,295.36181351,-6045.47594002
144.362584393,37.339573066,295.59346977,-6042.31814511
144.365200349,37.3395543187,295.82512603,-6039.40728145
144.367816303,37.3395355139,296.056782291,-6037.51410213
144.370432256,37.3395166515,296.288438552,-6036.1411936
144.373048208,37.3394977314,296.520094813,-6034.79748322
144.375664159,37.3394787538,296.751751074,-6032.24313684
144.378280108,37.3394597186,296.983407336,-6029.98106986
144.380896056,37.3394406258,297.215063598,-6028.25120118
144.383512002,37.3394214754,297.446719861,-6026.10102682
144.386127947,37.3394022674,297.678376124,-6023.90960106
144.388743891,37.3393830018,297.910032387,-6021.83019181
144.391359834,37.3393636786,298.14168865,-6021.66144027
144.393975775,37.3393442978,298.373344914,-6021.60148751
144.396591715,37.3393248594,298.605001179,-6016.48983111
144.399207653,37.3393053634,298.836657443,-6015.15328563
144.401823591,37.3392858098,299.068313708,-6017.9411072
144.404439526,37.3392661987,299.299969973,-6019.34593931
144.407055461,37.3392465299,299.531626239,-6013.64090895
144.409671394,37.3392268035,299.763282505,-5996.60493965
144.412287326,37.3392070196,299.994938771,-6000.03969497
144.414903256,37.339187178,300.226595037,-6008.62521554
144.417519185,37.3391672789,300.458251304,-5998.13176659
144.420135113,37.3391473222,300.689907572,-5994.34976342
144.422751039,37.3391273078,300.921563839,-5996.0346039
144.425366964,37.3391072359,301.153220107,-5979.56042337
144.427982887,37.3390871064,301.384876376,-5968.6144427
144.430598809,37.3390669192,301.616532644,-5973.17763926
144.43321473,37.3390466745,301.848188913,-5963.53890719
144.435830649,37.3390263722,302.079845183,-5954.05736198
144.438446567,37.3390060123,302.311501452,-5964.53194845
144.441062483,37.3389855948,302.543157723,-5959.35157613
144.443678398,37.3389651197,302.774813993,-5942.40797932
144.446294312,37.338944587,303.006470264,-5940.78438958
144.448910224,37.3389239968,303.238126535,-5939.5925752
144.451526135,37.3389033489,303.469782807,-5934.62693862
144.454142044,37.3388826434,303.701439078,-5930.63219628
144.456757952,37.3388618804,303.933095351,-5924.89945227
144.459373859,37.3388410597,304.164751623,-5913.27097108
144.461989764,37.3388201815,304.396407896,-5912.04775572
144.464605668,37.3387992456,304.62806417,-5918.21831793
144.46722157,37.3387782522,304.859720443,-5920.99876534
144.46983747,37.3387572012,305.091376717,-5920.14798801
144.47245337,37.3387360926,305.323032992,-5915.39739584
144.475069267,37.3387149263,305.554689267,-5911.14487105
144.477685164,37.3386937025,305.786345542,-5907.94060444
144.480301059,37.3386724211,306.018001817,-5906.99217899
144.482916952,37.3386510821,306.249658093,-5900.68566239
144.485532844,37.3386296856,306.48131437,-5892.10791456
144.488148734,37.3386082314,306.712970646,-5890.85587689
144.490764623,37.3385867196,306.944626923,-5888.39592028
144.493380511,37.3385651502,307.176283201,-5882.63937637
144.495996397,37.3385435233,307.407939478,-5871.05669733
144.498612281,37.3385218387,307.639595757,-5857.41900406
144.501228164,37.3385000966,307.871252035,-5844.78610571
144.503844046,37.3384782969,308.102908314,-5825.75676581
144.506459926,37.3384564395,308.334564593,-5810.25886581
144.509075804,37.3384345246,308.566220873,-5820.80165826
144.511691681,37.3384125521,308.797877153,-5829.45436395
144.514307556,37.338390522,309.029533434,-5831.36806217
144.51692343,37.3383684343,309.261189714,-5830.30053294
144.519539303,37.338346289,309.492845996,-5823.68904242
144.522155173,37.3383240861,309.724502277,-5809.90124348
144.524771043,37.3383018257,309.956158559,-5817.07415477
144.52738691,37.3382795076,310.187814842,-5830.23512893
144.530002777,37.338257132,310.419471124,-5826.95757659
144.532618641,37.3382346987,310.651127407,-5820.64485939
144.535234504,37.3382122079,310.882783691,-5813.3754092
144.537850366,37.3381896595,311.114439975,-5807.70949413
144.540466226,37.3381670534,311.346096259,-5803.47674283
144.543082084,37.3381443898,311.577752544,-5801.49019146
144.545697941,37.3381216686,311.809408829,-5797.23407106
144.548313797,37.3380988898,312.041065115,-5787.874711
144.55092965,37.3380760534,312.272721401,-5769.05836428
144.553545502,37.3380531595,312.504377687,-5754.43633442
144.556161353,37.3380302079,312.736033974,-5743.51711206
144.558777202,37.3380071988,312.967690261,-5729.27319831
144.561393049,37.337984132,313.199346548,-5714.28856819
144.564008895,37.3379610077,313.431002836,-5700.35519851
144.566624739,37.3379378257,313.662659124,-5717.51630969
144.569240582,37.3379145862,313.894315413,-5728.9524771
144.571856423,37.3378912891,314.125971702,-5692.54319243
144.574472262,37.3378679344,314.357627992,-5674.99855899
144.5770881,37.3378445221,314.589284282,-5673.91081603
144.579703936,37.3378210523,314.820940572,-5670.28971466
144.582319771,37.3377975248,315.052596863,-5671.62218985
144.584935603,37.3377739397,315.284253154,-5677.28517374
144.587551435,37.3377502971,315.515909446,-5660.2753417
144.590167264,37.3377265968,315.747565738,-5642.09009784
144.592783092,37.337702839,315.97922203,-5640.98951307
144.595398919,37.3376790236,316.210878323,-5644.01457921
144.598014743,37.3376551506,316.442534616,-5649.12273971
144.600630566,37.33763122,316.67419091,-5652.76011086
144.603246388,37.3376072318,316.905847204,-5659.62344928
144.605862207,37.337583186,317.137503498,-5668.67151814
144.608478026,37.3375590827,317.369159793,-5661.21399277
144.611093842,37.3375349217,317.600816089,-5652.47090198
144.613709657,37.3375107032,317.832472384,-5652.34603275
144.61632547,37.3374864271,318.06412868,-5644.84892199
144.618941281,37.3374620933,318.295784977,-5636.11649555
144.621557091,37.337437702,318.527441274,-5640.42944063
144.624172899,37.3374132531,318.759097572,-5634.40624712
144.626788705,37.3373887467,318.990753869,-5619.43992061
144.62940451,37.3373641826,319.222410168,-5635.94260052
144.632020313,37.3373395609,319.454066466,-5647.19590808
144.634636114,37.3373148817,319.685722766,-5631.63981281
144.637251913,37.3372901448,319.917379065,-5631.99237577
144.639867711,37.3372653504,320.149035365,-5640.18101824
144.642483507,37.3372404984,320.380691666,-5644.52469546
144.645099302,37.3372155888,320.612347967,-5646.53765461
144.647715094,37.3371906216,320.844004268,-5646.38624101
144.650330885,37.3371655968,321.07566057,-5643.4629652
144.652946674,37.3371405145,321.307316872,-5648.06252496
144.655562462,37.3371153745,321.538973174,-5666.23382611
144.658178247,37.337090177,321.770629477,-5678.20379224
144.660794031,37.3370649219,322.002285781,-5679.43879241
144.663409814,37.3370396091,322.233942085,-5660.89332347
144.666025594,37.3370142388,322.465598389,-5647.055438
144.668641373,37.336988811,322.697254694,-5641.02273423
144.67125715,37.3369633255,322.928910999,-5642.0036719
144.673872925,37.3369377824,323.160567305,-5641.67324058
144.676488698,37.3369121818,323.392223611,-5636.67568593
144.67910447,37.3368865235,323.623879918,-5632.3820445
144.68172024,37.3368608077,323.855536225,-5630.18667059
144.684336008,37.3368350343,324.087192532,-5632.45997772
144.686951774,37.3368092033,324.31884884,-5634.63349983
144.689567539,37.3367833147,324.550505149,-5635.819865
144.692183302,37.3367573686,324.782161458,-5633.21196416
144.694799063,37.3367313648,325.013817767,-5633.1803706
144.697414822,37.3367053035,325.245474077,-5637.46507726
144.700030579,37.3366791846,325.477130387,-5639.85057619
144.702646335,37.336653008,325.708786698,-5642.13792808
144.705262089,37.3366267739,325.940443009,-5645.55347928
144.70787784,37.3366004823,326.17209932,-5649.14482397
144.710493591,37.336574133,326.403755632,-5652.47140145
144.713109339,37.3365477261,326.635411945,-5654.54975547
144.715725085,37.3365212617,326.867068258,-5656.62279286
144.71834083,37.3364947397,327.098724571,-5658.93676285
144.720956573,37.3364681601,327.330380885,-5661.97913562
144.723572314,37.3364415229,327.562037199,-5661.78033303
144.726188053,37.3364148281,327.793693514,-5654.65862705
144.72880379,37.3363880757,328.02534983,-5649.25621857
144.731419526,37.3363612658,328.257006145,-5645.8281469
144.734035259,37.3363343982,328.488662462,-5644.68701366
144.736650991,37.3363074731,328.720318778,-5646.80552284
144.739266721,37.3362804904,328.951975095,-5651.55731968
144.741882449,37.3362534501,329.183631413,-5652.66563653
144.744498175,37.3362263523,329.415287731,-5651.57527861
144.747113899,37.3361991968,329.64694405,-5648.71688681
144.749729622,37.3361719838,329.878600369,-5643.0849261
144.752345342,37.3361447131,330.110256688,-5637.28280647
144.754961061,37.3361173849,330.341913008,-5635.71200841
144.757576777,37.3360899991,330.573569329,-5638.33105639
144.760192492,37.3360625558,330.80522565,-5644.72969422
144.762808205,37.3360350548,331.036881971,-5652.2296536
144.765423916,37.3360074963,331.268538293,-5658.09666823
144.768039625,37.3359798801,331.500194615,-5660.43573842
144.770655332,37.3359522064,331.731850938,-5660.40254996
144.773271038,37.3359244751,331.963507261,-5660.99940216
144.775886741,37.3358966863,332.195163585,-5667.01834866
144.778502443,37.3358688398,332.42681991,-5674.24558466
144.781118142,37.3358409358,332.658476234,-5681.70490998
144.78373384,37.3358129741,332.89013256,-5688.34013489
144.786349535,37.3357849549,333.121788885,-5688.13949256
144.788965229,37.3357568781,333.353445212,-5678.28750439
144.791580921,37.3357287438,333.585101538,-5662.89165839
144.794196611,37.3357005518,333.816757866,-5655.00452941
144.796812299,37.3356723023,334.048414193,-5674.68887115
144.799427985,37.3356439951,334.280070522,-5682.21738321
144.802043669,37.3356156304,334.51172685,-5678.17734862
144.804659351,37.3355872082,334.74338318,-5675.05154634
144.807275031,37.3355587283,334.975039509,-5676.22076391
144.809890709,37.3355301908,335.206695839,-5682.67358686
144.812506385,37.3355015958,335.43835217,-5678.56710672
144.815122059,37.3354729432,335.670008501,-5674.16891898
144.817737731,37.335444233,335.901664833,-5679.21608181
144.820353401,37.3354154652,336.133321165,-5682.30932873
144.82296907,37.3353866399,336.364977498,-5684.04944654
144.825584736,37.3353577569,336.596633831,-5687.51640314
144.8282004,37.3353288164,336.828290165,-5691.77355895
144.830816062,37.3352998183,337.059946499,-5696.72819613
144.833431722,37.3352707626,337.291602834,-5699.85843592
144.836047381,37.3352416494,337.523259169,-5700.69048407
144.838663037,37.3352124785,337.754915505,-5698.00218906
144.841278691,37.3351832501,337.986571841,-5704.52891854
144.843894343,37.3351539641,338.218228178,-5715.85807377
144.846509993,37.3351246205,338.449884515,-5720.07639076
144.849125641,37.3350952193,338.681540853,-5723.14339588
144.851741287,37.3350657606,338.913197191,-5725.53528105
144.854356931,37.3350362443,339.14485353,-5722.07566849
144.856972573,37.3350066704,339.376509869,-5719.86886485
144.859588213,37.3349770389,339.608166209,-5724.04265392
144.862203851,37.3349473498,339.839822549,-5726.53128553
144.864819487,37.3349176032,340.07147889,-5728.1624806
144.867435121,37.334887799,340.303135232,-5730.91829284
144.870050753,37.3348579371,340.534791573,-5731.20475786
144.872666382,37.3348280178,340.766447916,-5729.69069416
144.87528201,37.3347980408,340.998104259,-5736.54550817
144.877897635,37.3347680063,341.229760602,-5732.66724814
144.880513259,37.3347379141,341.461416946,-5707.4868154
144.88312888,37.3347077644,341.693073291,-5715.90994422
144.885744499,37.3346775572,341.924729636,-5733.63134449
144.888360117,37.3346472923,342.156385981,-5724.74757844
144.890975732,37.3346169699,342.388042327,-5730.89871292
144.893591345,37.3345865899,342.619698674,-5749.78304971
144.896206956,37.3345561523,342.851355021,-5753.11417711
144.898822565,37.3345256571,343.083011369,-5749.9192617
144.901438171,37.3344951043,343.314667717,-5740.80056755
144.904053776,37.334464494,343.546324066,-5714.26270107
144.906669378,37.3344338261,343.777980415,-5698.4323883
144.909284979,37.3344031006,344.009636765,-5730.66813969
144.911900577,37.3343723176,344.241293115,-5747.29224884
144.914516173,37.3343414769,344.472949466,-5748.55640481
144.917131767,37.3343105787,344.704605818,-5754.8999184
144.919747359,37.3342796229,344.93626217,-5760.07303023
144.922362948,37.3342486096,345.167918522,-5762.75049506
144.924978536,37.3342175386,345.399574875,-5762.67848331
144.927594121,37.3341864101,345.631231229,-5763.74440778
144.930209705,37.334155224,345.862887583,-5771.63172158
144.932825286,37.3341239803,346.094543937,-5777.75079841
144.935440865,37.334092679,346.326200293,-5780.15448891
144.938056441,37.3340613202,346.557856648,-5772.5414114
144.940672016,37.3340299038,346.789513005,-5767.06908009
144.943287588,37.3339984298,347.021169362,-5767.77465877
144.945903159,37.3339668983,347.252825719,-5770.01758862
144.948518727,37.3339353091,347.484482077,-5773.29433037
144.951134293,37.3339036624,347.716138435,-5777.91659237
144.953749856,37.3338719581,347.947794794,-5778.47618175
144.956365418,37.3338401962,348.179451154,-5775.03764501
144.958980977,37.3338083768,348.411107514,-5765.22282853
144.961596534,37.3337764998,348.642763875,-5763.84527364
144.964212089,37.3337445652,348.874420236,-5773.82858775
144.966827642,37.333712573,349.106076598,-5776.06777431
144.969443192,37.3336805233,349.33773296,-5774.21965319
144.972058741,37.333648416,349.569389323,-5769.74904701
144.974674287,37.3336162511,349.801045687,-5768.64326856
144.977289831,37.3335840286,350.032702051,-5771.66811084
144.979905372,37.3335517486,350.264358416,-5780.74586727
144.982520912,37.3335194109,350.496014781,-5788.31954606
144.985136449,37.3334870158,350.727671146,-5792.5214996
144.987751984,37.333454563,350.959327513,-5782.74216916
144.990367516,37.3334220526,351.19098388,-5776.78873715
144.992983047,37.3333894847,351.422640247,-5785.79359433
144.995598575,37.3333568592,351.654296615,-5793.22929786
144.998214101,37.3333241762,351.885952984,-5799.02810149
145.000829625,37.3332914355,352.117609353,-5802.27257098
145.003445146,37.3332586373,352.349265723,-5804.79207296
145.006060665,37.3332257815,352.580922093,-5806.73093525
145.008676182,37.3331928682,352.812578464,-5807.59217413
145.011291697,37.3331598972,353.044234835,-5807.46406212
145.013907209,37.3331268687,353.275891207,-5806.36400219
145.016522719,37.3330937827,353.50754758,-5805.8592957
145.019138227,37.333060639,353.739203953,-5805.61811141
145.021753732,37.3330274378,353.970860327,-5805.1879786
145.024369235,37.332994179,354.202516701,-5805.67753531
145.026984736,37.3329608626,354.434173076,-5807.23603348
145.029600235,37.3329274887,354.665829451,-5809.83065506
145.032215731,37.3328940572,354.897485827,-5813.16089287
145.034831225,37.3328605681,355.129142204,-5816.95541718
145.037446716,37.3328270214,355.360798581,-5817.29828036
145.040062206,37.3327934172,355.592454959,-5817.53520721
145.042677693,37.3327597554,355.824111338,-5821.74937859
145.045293177,37.332726036,356.055767717,-5823.7058552
145.04790866,37.332692259,356.287424096,-5823.48297213
145.05052414,37.3326584245,356.519080476,-5822.53612085
145.053139617,37.3326245324,356.750736857,-5820.99114926
145.055755093,37.3325905828,356.982393238,-5819.01147171
145.058370566,37.3325565755,357.21404962,-5816.99959663
145.060986036,37.3325225107,357.445706003,-5814.52387759
145.063601504,37.3324883884,357.677362386,-5811.0863111
145.06621697,37.3324542084,357.90901877,-5808.59995222
145.068832434,37.3324199709,358.140675154,-5806.92802963
145.071447895,37.3323856758,358.372331539,-5805.82247023
145.074063354,37.3323513231,358.603987924,-5804.19674057
145.07667881,37.3323169129,358.835644311,-5801.81491431
145.079294264,37.3322824451,359.067300697,-5799.74533152
145.081909716,37.3322479197,359.298957085,-5797.78341738
145.084525165,37.3322133368,359.530613472,-5795.95960582
145.087140612,37.3321786963,359.762269861,-5791.81022818
145.089756057,37.3321439982,359.99392625,-5786.45188353
145.092371499,37.3321092426,360.22558264,-5782.08900515
145.094986939,37.3320744293,360.45723903,-5778.8704572
145.097602376,37.3320395586,360.688895421,-5776.82527037
145.100217811,37.3320046302,360.920551813,-5775.08548079
145.102833243,37.3319696443,361.152208205,-5773.97137921
